Temperature,Humidity,IAQ Index,Window
24.19,51.81,49,1
23.64,46.2,30,1
21.48,52.39,34,1
22.61,52.16,48,1
24.8,50.86,28,1
24.95,49.21,29,1
21.18,54.06,25,1
23.28,49.45,20,1
24.77,55.54,39,1
23.02,47.96,39,1
21.75,48.16,40,1
24.98,49.79,50,1
22.58,45.82,35,1
22.28,57.56,27,1
20.09,51.79,48,1
20.83,55.0,26,1
24.77,48.44,25,1
21.08,58.38,35,1
23.62,53.12,29,1
21.42,51.26,43,1
21.9,48.17,22,1
20.87,52.05,28,1
21.06,53.34,41,1
22.95,56.33,47,1
23.29,56.92,41,1
20.59,48.04,41,1
20.11,59.34,27,1
20.62,49.14,27,1
24.79,46.44,39,1
21.41,55.51,42,1
23.64,59.13,47,1
20.74,45.7,48,1
20.77,58.36,29,1
23.38,58.74,30,1
20.67,48.59,21,1
23.15,55.95,42,1
21.47,56.65,35,1
22.11,49.69,34,1
21.47,48.96,41,1
20.11,51.35,46,1
22.71,51.22,29,1
24.86,48.6,49,1
24.72,50.3,50,1
24.39,52.84,27,1
20.48,58.66,45,1
24.63,56.07,23,1
25.0,59.33,38,1
21.19,58.6,40,1
24.26,51.77,28,1
21.64,56.32,31,1
21.26,54.83,28,1
23.55,55.45,30,1
22.48,51.44,49,1
20.03,45.61,46,1
21.46,49.73,42,1
23.34,53.08,50,1
23.9,53.94,25,1
24.06,51.76,30,1
22.18,50.1,25,1
20.15,59.26,23,1
21.36,48.33,49,1
21.13,55.83,32,1
22.17,50.12,44,1
22.83,53.79,34,1
23.91,47.33,31,1
20.99,47.37,33,1
22.81,58.38,31,1
20.26,49.83,43,1
21.55,58.35,36,1
22.31,51.34,29,1
24.01,55.78,46,1
20.27,58.89,36,1
23.27,48.6,36,1
20.41,58.59,35,1
20.27,59.63,44,1
20.88,49.66,22,1
21.76,45.86,20,1
24.03,48.8,40,1
24.0,55.25,32,1
21.62,59.8,24,1
23.02,50.84,28,1
24.64,52.59,48,1
20.32,47.64,28,1
22.89,56.4,29,1
21.25,57.01,37,1
20.34,55.77,50,1
23.67,56.56,50,1
21.45,51.12,49,1
21.21,54.49,47,1
24.2,52.26,47,1
20.69,58.3,34,1
24.68,45.15,25,1
21.21,59.83,46,1
24.25,54.7,43,1
20.58,59.89,46,1
21.41,59.63,26,1
21.86,54.4,48,1
20.78,47.72,45,1
22.63,48.05,20,1
21.87,49.87,35,1
23.67,59.11,41,1
21.14,50.42,38,1
24.2,58.85,27,1
24.09,49.43,30,1
21.82,56.99,25,1
21.15,56.23,45,1
23.08,47.97,40,1
23.85,50.88,40,1
21.49,51.86,46,1
20.65,50.26,44,1
20.43,53.97,48,1
23.73,57.29,29,1
21.74,48.94,25,1
24.73,58.69,24,1
24.56,59.73,43,1
23.6,52.08,45,1
24.53,59.67,35,1
22.23,59.83,42,1
20.81,58.43,35,1
22.3,45.83,26,1
23.68,59.11,35,1
23.66,51.1,42,1
23.0,55.98,30,1
21.81,54.68,36,1
21.17,49.68,34,1
23.64,46.0,31,1
20.18,58.5,21,1
24.86,50.65,33,1
22.4,46.95,35,1
22.62,58.92,23,1
20.89,49.36,33,1
22.36,57.15,39,1
21.32,45.42,22,1
21.66,55.77,45,1
22.1,59.03,21,1
21.61,53.87,46,1
22.7,56.58,34,1
23.9,57.55,42,1
23.05,57.63,50,1
22.95,58.11,48,1
23.6,51.44,32,1
24.2,56.39,31,1
23.21,55.82,20,1
20.66,48.45,49,1
21.78,48.09,32,1
20.82,58.12,25,1
24.23,46.81,48,1
24.75,50.88,40,1
22.57,54.83,46,1
21.91,57.01,23,1
23.95,54.29,35,1
24.82,54.1,36,1
22.07,52.44,24,1
22.93,46.85,49,1
23.66,47.03,26,1
24.53,53.66,39,1
20.29,49.08,32,1
22.67,50.34,38,1
20.67,49.1,32,1
22.63,45.72,41,1
21.0,53.58,33,1
20.74,55.91,42,1
23.24,54.06,23,1
24.37,46.62,29,1
21.88,57.38,33,1
21.38,56.02,30,1
20.54,55.47,46,1
21.37,49.29,22,1
21.52,47.42,34,1
23.84,55.45,40,1
22.43,45.63,25,1
20.8,53.53,39,1
24.13,56.99,35,1
22.35,58.31,47,1
20.35,59.25,27,1
21.28,50.31,25,1
24.57,48.32,20,1
22.21,48.12,26,1
23.48,45.79,33,1
23.87,56.52,31,1
24.56,58.05,32,1
20.2,52.57,29,1
23.89,58.72,35,1
23.2,50.73,30,1
22.83,54.12,37,1
24.95,57.35,40,1
23.69,55.45,21,1
24.09,59.42,26,1
21.75,51.48,44,1
22.46,55.44,34,1
22.76,52.38,34,1
24.87,57.09,36,1
21.3,58.15,33,1
22.7,49.14,21,1
22.76,45.81,20,1
21.73,58.61,30,1
23.14,54.37,21,1
22.79,59.92,35,1
24.64,46.34,37,1
24.15,53.78,21,1
23.15,58.71,24,1
22.33,53.05,38,1
21.63,50.72,42,1
24.73,49.46,38,1
23.65,50.69,49,1
24.44,46.25,48,1
20.31,51.42,25,1
20.48,50.69,35,1
24.58,49.44,49,1
24.16,49.01,24,1
21.37,58.62,35,1
22.9,53.81,45,1
21.04,51.11,39,1
24.98,58.59,21,1
23.84,52.14,50,1
23.89,47.36,28,1
22.98,58.05,25,1
24.15,56.75,40,1
21.34,49.11,33,1
22.26,52.54,27,1
24.29,57.79,26,1
20.7,51.11,36,1
23.64,45.62,45,1
21.36,47.84,35,1
22.94,50.25,39,1
22.95,49.36,50,1
22.61,59.02,48,1
22.32,46.06,45,1
23.67,56.44,35,1
24.13,48.99,28,1
24.78,57.28,47,1
23.84,57.82,21,1
24.32,48.23,31,1
23.66,46.1,39,1
22.8,54.2,23,1
20.81,47.37,48,1
21.56,53.37,33,1
24.65,56.63,40,1
21.6,55.31,30,1
23.58,45.05,26,1
22.91,49.51,36,1
23.23,50.57,33,1
21.4,54.07,38,1
24.08,52.07,49,1
21.97,52.59,36,1
21.64,54.25,47,1
22.47,51.08,48,1
20.58,51.03,46,1
21.63,58.46,23,1
20.75,48.03,29,1
21.56,46.68,33,1
20.88,55.27,33,1
22.14,55.13,48,1
20.59,54.66,26,1
24.63,56.36,27,1
24.2,57.38,41,1
23.18,54.15,26,1
22.45,54.78,22,1
23.17,50.68,43,1
21.02,47.75,33,1
23.43,54.72,50,1
21.7,57.33,45,1
20.59,55.14,24,1
20.76,49.15,48,1
24.88,50.23,37,1
23.39,53.26,36,1
22.96,54.98,25,1
22.9,56.56,23,1
24.54,47.03,36,1
20.92,45.6,28,1
20.83,51.12,27,1
24.35,59.2,50,1
20.1,50.82,40,1
24.95,54.43,39,1
21.87,50.91,38,1
24.81,45.82,37,1
23.87,52.07,36,1
20.07,48.23,24,1
21.27,57.34,30,1
22.52,56.33,44,1
21.3,56.07,29,1
24.11,50.68,25,1
23.02,51.72,29,1
24.86,47.93,38,1
21.85,56.61,24,1
24.83,51.91,23,1
20.37,49.04,21,1
23.65,48.71,35,1
23.18,59.62,43,1
20.15,55.05,41,1
23.45,53.75,35,1
21.27,53.03,28,1
22.55,52.81,40,1
24.19,53.34,49,1
24.05,48.88,47,1
23.35,57.18,31,1
20.92,53.96,40,1
23.48,59.36,32,1
20.4,56.03,21,1
21.58,49.17,33,1
24.15,57.4,26,1
24.04,57.04,50,1
22.67,52.23,28,1
23.37,46.31,20,1
21.63,54.84,28,1
24.86,47.3,23,1
23.37,45.32,44,1
24.84,57.49,28,1
21.44,49.49,20,1
22.8,53.73,47,1
24.03,48.1,33,1
23.65,47.61,44,1
22.56,53.05,20,1
20.89,57.31,22,1
22.59,52.14,45,1
22.01,50.43,28,1
22.01,56.23,30,1
22.69,54.05,31,1
21.74,49.94,24,1
21.56,46.75,35,1
21.83,52.42,39,1
24.86,46.25,40,1
23.87,54.7,25,1
23.11,54.18,22,1
22.04,52.28,33,1
23.24,57.92,41,1
21.47,56.1,37,1
22.46,54.79,41,1
23.76,45.05,35,1
22.81,52.16,40,1
21.52,54.66,25,1
20.03,50.72,24,1
24.62,51.71,45,1
23.82,59.36,28,1
23.23,53.75,32,1
21.36,50.55,50,1
20.21,51.66,45,1
22.4,52.3,41,1
22.57,50.02,24,1
23.8,53.79,27,1
20.77,54.98,21,1
24.43,57.13,30,1
22.41,58.9,45,1
21.69,56.09,30,1
20.59,55.1,46,1
22.64,49.65,33,1
24.36,48.12,34,1
22.14,53.29,30,1
24.45,50.82,39,1
21.11,58.36,24,1
20.83,51.61,27,1
20.81,48.2,35,1
24.62,51.7,42,1
22.79,59.94,20,1
20.94,54.68,41,1
20.0,54.18,31,1
24.5,57.54,36,1
24.0,55.69,39,1
22.92,57.38,50,1
24.4,48.96,23,1
24.61,52.12,34,1
20.17,58.86,50,1
24.94,47.46,42,1
21.13,49.75,46,1
23.51,52.68,48,1
23.57,48.39,31,1
22.32,52.65,48,1
24.32,58.6,23,1
24.48,51.44,27,1
23.74,55.07,22,1
21.19,45.68,31,1
23.93,47.91,21,1
22.8,48.85,45,1
20.94,56.86,20,1
20.33,50.9,31,1
22.48,46.77,28,1
20.86,49.67,43,1
23.63,55.06,47,1
21.37,58.75,33,1
21.04,51.73,28,1
23.98,47.08,24,1
20.97,54.32,44,1
20.68,59.65,47,1
23.2,45.71,30,1
24.91,54.28,25,1
20.51,56.11,21,1
23.04,59.22,48,1
23.44,51.17,26,1
21.62,46.31,38,1
22.32,58.23,31,1
23.8,49.22,39,1
22.1,50.23,50,1
21.28,57.7,26,1
22.0,49.42,35,1
22.02,52.9,40,1
22.05,45.14,38,1
20.9,48.1,25,1
20.47,59.67,27,1
23.12,49.29,33,1
21.33,57.91,34,1
22.57,54.71,47,1
22.32,58.68,46,1
22.04,45.42,36,1
20.74,48.33,44,1
20.39,52.25,31,1
20.94,45.12,33,1
21.51,47.05,43,1
21.75,47.25,27,1
21.28,57.85,30,1
21.1,57.69,27,1
24.12,58.69,30,1
24.07,50.23,48,1
24.12,58.9,39,1
23.83,54.27,34,1
24.06,54.26,45,1
22.99,46.94,46,1
24.18,56.47,23,1
22.26,52.16,44,1
23.42,53.14,20,1
20.97,47.39,48,1
24.02,56.5,20,1
24.07,45.53,24,1
21.24,59.13,20,1
22.11,57.53,42,1
20.64,51.04,26,1
24.94,58.8,50,1
20.43,55.24,38,1
22.86,53.15,33,1
24.31,46.83,44,1
23.02,57.99,21,1
22.4,57.67,37,1
23.14,49.94,48,1
24.35,50.34,50,1
24.73,51.49,33,1
20.55,48.9,29,1
20.06,55.37,27,1
23.99,56.84,31,1
22.97,55.17,25,1
23.08,51.7,49,1
24.67,51.75,29,1
24.16,50.92,43,1
22.18,45.28,45,1
22.49,58.97,31,1
21.14,52.03,20,1
21.1,59.05,49,1
22.27,48.98,24,1
20.43,59.54,34,1
20.72,51.43,41,1
20.56,45.56,21,1
21.59,48.16,22,1
23.2,55.54,32,1
22.05,46.81,38,1
21.59,49.39,22,1
22.97,45.41,43,1
23.73,48.38,38,1
23.4,47.38,22,1
22.18,57.79,34,1
22.27,58.41,27,1
22.94,59.9,25,1
22.31,59.56,36,1
23.97,49.44,31,1
22.54,55.82,20,1
22.46,45.76,29,1
20.78,59.04,39,1
20.15,46.25,42,1
22.25,47.12,43,1
23.88,48.01,49,1
23.17,58.11,44,1
23.88,54.97,38,1
22.26,47.13,34,1
20.79,53.71,36,1
24.1,45.9,33,1
20.0,50.43,43,1
20.3,49.15,44,1
22.36,51.56,33,1
21.02,57.83,35,1
23.6,59.98,40,1
21.12,49.87,20,1
22.0,58.34,45,1
22.95,51.7,48,1
20.71,54.99,27,1
21.09,57.35,26,1
23.98,56.85,48,1
22.5,48.43,41,1
22.63,59.39,36,1
20.87,53.72,37,1
22.84,53.38,23,1
22.08,59.29,50,1
20.3,46.53,43,1
24.54,56.52,33,1
21.13,52.0,21,1
23.78,50.14,23,1
20.39,54.16,29,1
22.97,47.0,27,1
22.78,59.35,41,1
21.58,49.33,44,1
20.79,55.41,31,1
20.78,58.31,33,1
20.18,58.2,32,1
22.02,59.58,46,1
24.52,57.73,20,1
20.18,52.13,23,1
24.32,54.14,45,1
24.65,51.27,28,1
22.08,52.26,50,1
21.47,46.81,42,1
20.75,53.26,34,1
21.7,56.77,43,1
24.57,59.06,45,1
20.18,56.0,21,1
22.83,55.28,47,1
20.51,59.77,39,1
20.43,52.78,41,1
23.47,51.13,35,1
21.85,57.71,42,1
20.69,51.88,43,1
20.14,49.77,49,1
22.5,48.69,33,1
21.51,56.12,29,1
20.1,47.22,38,1
24.61,55.15,26,1
22.29,47.01,28,1
24.26,45.36,35,1
24.97,45.71,22,1
20.83,45.6,30,1
24.83,54.18,31,1
20.64,47.89,20,1
21.83,57.01,23,1
21.93,52.7,31,1
20.44,55.7,46,1
24.88,47.66,39,1
23.03,54.08,45,1
21.36,55.83,30,1
20.64,51.21,28,1
23.38,50.58,20,1
20.13,48.26,21,1
23.44,59.19,47,1
22.75,57.5,42,1
21.06,56.75,50,1
23.16,47.28,21,1
20.67,57.72,28,1
22.1,56.12,50,1
21.82,53.01,22,1
20.19,56.68,28,1
20.93,45.35,33,1
24.41,53.6,25,1
20.42,53.18,23,1
22.69,47.61,25,1
21.23,59.27,21,1
21.5,58.88,43,1
22.53,48.62,36,1
24.61,47.18,36,1
21.08,59.5,29,1
22.81,54.36,30,1
24.21,45.86,45,1
20.35,52.31,41,1
21.64,55.69,27,1
24.55,58.46,43,1
20.84,54.92,34,1
22.81,45.9,29,1
20.25,47.7,41,1
24.46,53.84,33,1
23.96,58.69,48,1
21.51,54.58,23,1
20.68,59.5,20,1
21.69,46.94,46,1
24.89,46.39,31,1
21.75,59.42,32,1
23.61,51.25,21,1
21.27,52.4,21,1
22.61,58.24,49,1
22.97,45.73,39,1
21.47,57.19,34,1
21.63,59.32,22,1
23.37,55.94,45,1
24.32,54.85,20,1
24.17,45.19,50,1
24.41,50.58,41,1
21.02,49.64,39,1
23.18,48.13,28,1
22.0,46.21,46,1
23.7,50.49,20,1
21.56,48.63,39,1
20.89,45.55,36,1
22.9,47.68,48,1
20.35,51.07,20,1
23.19,49.6,34,1
22.8,53.79,32,1
21.55,52.1,21,1
21.66,49.28,33,1
24.73,59.24,32,1
21.89,51.62,37,1
21.33,49.53,46,1
23.26,52.19,49,1
21.97,52.74,27,1
20.72,56.3,21,1
24.25,55.27,39,1
24.5,45.77,43,1
21.92,59.05,21,1
24.41,54.72,43,1
20.97,58.52,37,1
20.97,59.01,33,1
23.12,46.06,39,1
23.33,53.32,40,1
24.15,46.92,36,1
20.16,47.5,47,1
21.07,58.82,47,1
24.93,57.25,32,1
21.88,56.43,26,1
20.71,45.47,29,1
23.77,53.99,21,1
23.57,47.96,34,1
24.94,54.62,43,1
24.04,51.81,21,1
21.21,52.36,43,1
23.43,57.14,39,1
20.68,59.99,33,1
24.82,59.67,23,1
20.78,56.15,46,1
23.66,48.98,50,1
23.68,56.35,29,1
24.7,47.65,34,1
24.81,48.32,36,1
22.18,56.28,50,1
22.49,56.53,39,1
22.7,58.99,25,1
20.31,51.68,48,1
22.38,51.27,34,1
22.6,54.51,36,1
23.82,49.03,42,1
24.09,45.65,38,1
23.34,46.52,25,1
24.72,55.33,33,1
23.74,58.65,30,1
22.29,57.89,49,1
20.54,50.09,45,1
22.47,51.29,40,1
20.86,54.03,29,1
24.02,53.57,45,1
23.15,58.21,25,1
24.28,47.64,42,1
22.07,56.24,27,1
21.89,49.98,39,1
23.18,49.85,20,1
21.67,55.71,39,1
20.89,53.29,27,1
21.65,45.91,20,1
23.22,50.22,22,1
24.92,46.33,26,1
20.97,47.73,48,1
20.44,50.66,48,1
22.9,46.58,28,1
21.31,49.82,40,1
21.35,53.74,43,1
24.46,51.73,45,1
22.09,46.72,40,1
21.82,56.96,38,1
20.05,50.06,20,1
21.97,45.83,28,1
21.41,59.36,36,1
23.22,47.54,49,1
23.45,56.57,25,1
24.21,55.08,37,1
23.89,57.63,41,1
21.18,49.16,44,1
21.41,51.91,37,1
22.37,56.84,21,1
24.16,49.12,22,1
21.28,51.68,42,1
20.87,58.02,31,1
22.24,49.1,24,1
23.99,54.87,26,1
20.82,47.19,41,1
20.47,52.45,45,1
23.02,48.46,37,1
20.42,52.71,42,1
24.03,47.65,23,1
22.86,49.41,29,1
24.4,47.51,32,1
20.15,59.05,23,1
22.77,48.68,43,1
20.45,59.12,35,1
20.84,53.49,20,1
23.47,46.49,42,1
24.8,49.86,23,1
23.46,46.07,20,1
23.88,53.32,21,1
20.76,48.9,35,1
21.59,51.7,48,1
21.72,50.2,27,1
23.24,48.92,29,1
23.88,59.5,47,1
22.83,46.88,34,1
21.93,50.64,39,1
22.11,55.28,25,1
23.74,48.74,23,1
20.61,46.38,50,1
23.16,47.69,29,1
24.47,57.23,31,1
24.65,58.08,34,1
24.76,58.99,35,1
21.05,47.85,49,1
20.34,52.32,40,1
23.83,59.24,21,1
21.64,50.25,42,1
23.97,50.87,50,1
23.54,46.37,39,1
20.77,50.2,31,1
20.98,56.12,21,1
24.05,50.51,25,1
22.21,47.35,36,1
24.85,54.44,36,1
23.1,49.59,26,1
20.88,52.48,21,1
20.44,48.47,45,1
22.22,58.1,42,1
22.12,56.04,33,1
21.05,56.41,22,1
22.34,49.09,42,1
22.94,59.84,20,1
24.15,55.61,25,1
23.81,48.03,31,1
24.17,53.02,35,1
21.57,52.55,20,1
22.26,49.09,27,1
20.67,59.55,27,1
23.07,52.62,27,1
20.56,50.9,33,1
24.18,46.51,22,1
20.62,47.12,21,1
21.14,51.23,27,1
21.22,58.71,22,1
22.45,58.78,22,1
22.13,52.68,25,1
21.66,57.14,27,1
21.0,58.63,34,1
21.16,49.82,49,1
24.57,56.04,37,1
23.68,56.37,34,1
21.83,52.82,25,1
23.52,55.64,42,1
20.83,59.92,28,1
24.96,51.0,35,1
24.1,51.94,29,1
21.41,51.61,24,1
22.71,57.85,37,1
24.12,50.77,41,1
22.02,56.98,21,1
20.81,53.68,50,1
21.58,51.59,29,1
23.85,47.05,33,1
23.39,48.13,20,1
23.94,46.34,40,1
22.65,47.37,25,1
20.34,46.47,40,1
21.04,49.52,40,1
20.71,49.74,20,1
23.4,58.14,36,1
20.19,48.81,25,1
20.89,55.44,44,1
24.73,50.79,48,1
20.7,53.01,45,1
24.43,52.12,27,1
22.97,47.12,20,1
21.28,52.75,35,1
21.75,56.83,36,1
23.6,50.85,23,1
20.93,50.96,32,1
21.44,50.03,31,1
23.61,57.4,34,1
22.72,52.85,45,1
21.94,46.88,24,1
24.16,53.52,33,1
24.23,49.49,35,1
22.82,54.54,45,1
20.17,53.86,39,1
24.46,53.64,50,1
23.0,57.8,29,1
20.73,57.36,44,1
22.62,58.6,38,1
22.54,55.57,35,1
23.04,50.74,47,1
22.75,45.48,27,1
21.38,50.17,42,1
20.46,47.75,22,1
23.48,51.81,47,1
20.13,55.56,21,1
22.98,54.26,27,1
23.94,46.81,31,1
23.8,53.21,43,1
22.39,48.2,38,1
24.71,53.41,28,1
20.95,57.94,24,1
24.9,52.93,34,1
21.46,52.21,31,1
22.51,58.09,29,1
23.41,50.1,21,1
21.81,58.57,29,1
23.11,52.98,27,1
20.45,59.52,22,1
24.04,46.53,21,1
22.3,55.96,26,1
24.1,49.49,39,1
24.42,46.04,32,1
24.94,46.61,38,1
21.5,46.91,43,1
24.49,52.47,32,1
21.85,46.72,50,1
24.41,59.14,49,1
24.45,47.88,25,1
23.27,56.04,36,1
20.53,46.84,50,1
23.88,52.16,26,1
23.89,56.67,38,1
22.89,49.52,49,1
22.2,57.3,50,1
20.7,56.88,21,1
21.44,55.95,38,1
22.58,54.78,48,1
23.81,50.44,27,1
23.4,45.02,40,1
22.64,53.79,26,1
21.18,54.64,29,1
22.22,58.37,35,1
24.75,49.9,40,1
24.35,58.53,50,1
22.38,55.17,49,1
22.51,49.92,38,1
20.83,56.83,23,1
20.33,52.16,46,1
22.57,46.63,42,1
20.89,49.52,36,1
23.53,50.99,47,1
20.17,52.63,42,1
24.12,58.08,38,1
22.9,57.64,30,1
22.41,49.8,33,1
21.48,47.74,23,1
24.32,56.8,27,1
24.54,48.22,34,1
20.8,51.84,32,1
20.82,56.93,50,1
24.52,48.37,37,1
24.43,59.25,35,1
22.37,45.92,22,1
20.77,52.11,48,1
20.38,54.4,45,1
23.06,56.49,24,1
20.97,59.8,32,1
23.66,55.16,29,1
23.46,56.91,44,1
23.81,48.12,46,1
23.37,50.9,20,1
22.12,57.71,48,1
20.46,55.31,21,1
23.66,53.43,49,1
24.32,51.32,47,1
24.76,54.36,29,1
20.34,59.84,30,1
20.34,50.45,34,1
23.87,48.47,37,1
21.17,51.89,31,1
20.71,55.71,37,1
22.34,54.96,29,1
24.0,57.57,23,1
23.47,54.52,44,1
21.25,59.38,47,1
23.84,57.59,48,1
22.63,55.9,35,1
20.62,51.67,26,1
20.57,46.35,40,1
20.3,46.72,38,1
23.76,58.91,20,1
23.15,54.57,43,1
22.95,45.61,42,1
21.05,47.09,27,1
21.58,56.95,33,1
21.62,57.09,40,1
20.66,58.87,31,1
20.94,54.33,29,1
24.37,49.52,49,1
21.1,56.7,20,1
20.46,53.42,21,1
22.43,49.63,47,1
23.88,47.89,20,1
22.62,56.97,43,1
24.31,48.37,26,1
20.51,57.77,26,1
21.35,53.39,29,1
21.87,48.36,44,1
21.19,55.8,30,1
21.75,57.69,40,1
22.1,57.79,24,1
20.86,50.94,24,1
20.94,53.44,24,1
22.99,57.66,40,1
24.96,46.76,35,1
21.84,54.22,36,1
24.99,52.93,41,1
24.44,45.98,26,1
24.56,52.05,44,1
23.63,56.67,24,1
24.51,56.75,42,1
24.89,59.4,44,1
21.02,52.23,30,1
21.99,46.03,25,1
23.09,58.37,49,1
24.83,52.35,49,1
24.23,51.35,20,1
20.9,47.71,35,1
23.74,50.8,27,1
21.99,59.63,29,1
23.07,56.02,24,1
22.62,56.08,37,1
22.25,54.86,38,1
20.44,45.33,35,1
20.48,53.32,22,1
23.58,46.63,23,1
21.98,47.92,43,1
20.04,50.31,47,1
22.3,45.62,41,1
21.38,54.13,39,1
24.87,54.12,42,1
20.55,48.37,47,1
21.78,45.17,29,1
20.86,46.1,36,1
24.96,57.97,49,1
23.19,45.08,20,1
22.98,53.74,34,1
24.5,58.51,45,1
22.98,58.95,24,1
20.17,54.98,46,1
22.75,59.72,31,1
24.97,51.85,25,1
20.95,55.26,49,1
22.89,45.64,29,1
21.52,55.68,37,1
22.83,58.56,49,1
22.0,53.36,24,1
20.47,47.97,27,1
21.95,51.46,43,1
21.25,58.47,34,1
23.16,53.74,43,1
22.49,50.98,43,1
20.69,48.9,21,1
21.6,57.06,45,1
22.61,52.07,47,1
20.43,45.43,45,1
24.04,59.97,21,1
23.08,51.35,38,1
22.21,56.37,42,1
21.4,55.57,34,1
22.83,56.97,28,1
23.64,46.14,45,1
23.73,48.75,35,1
20.06,48.56,38,1
22.51,59.44,24,1
23.84,51.3,48,1
24.26,50.9,39,1
23.49,59.15,23,1
20.52,48.61,29,1
22.2,54.33,23,1
21.44,50.3,50,1
24.68,56.43,41,1
21.42,51.56,22,1
24.86,49.69,32,1
21.56,57.7,42,1
21.72,54.08,43,1
23.21,55.72,25,1
22.79,58.92,33,1
23.61,48.84,39,1
24.77,56.19,24,1
24.29,55.29,30,1
23.33,59.35,32,1
23.59,45.85,42,1
24.3,48.95,21,1
20.34,54.6,20,1
23.04,48.65,28,1
21.35,57.04,41,1
20.25,59.81,48,1
20.68,53.23,23,1
20.72,47.86,40,1
22.01,55.55,27,1
23.13,53.62,45,1
21.29,52.51,33,1
21.04,55.48,42,1
24.27,54.52,40,1
20.98,53.46,23,1
20.9,55.87,47,1
24.89,53.73,45,1
23.18,51.22,49,1
22.7,46.32,32,1
22.38,50.79,26,1
23.53,57.25,20,1
20.08,54.64,50,1
23.72,49.55,31,1
24.79,53.77,48,1
21.16,47.38,44,1
21.54,49.16,29,1
20.62,52.83,22,1
23.55,59.52,21,1
20.11,45.06,45,1
20.81,49.46,24,1
22.57,51.36,38,1
24.52,59.02,40,1
22.24,46.76,33,1
24.89,55.27,39,1
23.63,55.38,35,1
23.85,59.24,39,1
24.12,51.58,48,1
20.32,46.77,44,1
24.07,58.26,49,1
21.96,51.15,43,1
24.0,47.88,33,1
23.8,48.5,25,1
22.85,58.44,44,1
21.9,53.82,36,1
20.9,45.0,46,1
20.98,55.85,46,1
22.98,51.1,26,1
20.65,45.51,20,1
21.15,54.63,33,1
22.48,47.05,47,1
20.53,50.23,44,1
21.31,46.08,21,1
24.95,49.89,31,1
23.13,52.96,24,1
23.16,48.77,31,1
21.36,51.55,26,1
22.0,47.46,44,1
21.67,45.29,23,1
22.86,46.3,28,1
20.72,57.86,23,1
21.32,46.12,20,1
21.73,53.83,45,1
24.92,49.8,37,1
21.78,52.89,31,1
23.75,50.55,46,1
24.38,58.07,27,1
23.33,49.75,46,1
21.67,50.58,24,1
24.85,55.58,34,1
22.27,55.52,35,1
20.11,59.76,31,1
24.16,47.62,41,1
22.56,46.91,25,1
23.56,58.88,39,1
21.75,50.87,20,1
22.75,51.96,22,1
20.03,58.86,45,1
21.27,47.58,29,1
23.08,49.44,31,1
23.44,45.42,46,1
20.47,50.35,47,1
22.41,57.63,41,1
24.54,55.41,33,1
21.48,51.5,25,1
20.49,58.81,26,1
24.26,57.94,45,1
22.7,47.71,28,1
21.86,54.2,35,1
24.5,58.61,42,1
22.92,57.47,45,1
20.2,50.1,36,1
20.47,45.3,38,1
22.95,45.93,24,1
22.8,49.65,20,1
21.61,55.04,30,1
22.28,47.73,35,1
22.32,55.29,20,1
24.87,56.99,22,1
23.24,58.9,44,1
23.44,57.85,30,1
22.84,55.35,43,1
22.47,49.06,34,1
20.74,52.34,37,1
21.49,52.13,45,1
23.64,55.75,32,1
23.95,50.93,35,1
23.72,54.6,20,1
24.34,47.81,34,1
23.39,49.61,30,1
24.3,56.97,34,1
20.55,49.73,44,1
22.0,47.45,45,1
21.71,47.65,36,1
21.18,48.27,35,1
20.77,47.95,49,1
22.09,53.38,22,1
21.58,59.66,46,1
23.9,47.25,42,1
23.71,52.73,42,1
24.79,46.05,26,1
24.68,52.4,41,1
24.46,50.34,40,1
21.7,47.66,47,1
21.97,47.93,23,1
24.42,52.33,46,1
24.54,55.03,30,1
20.63,57.9,47,1
20.28,45.11,44,1
23.84,59.96,34,1
24.32,56.21,32,1
23.05,58.93,20,1
24.66,55.77,41,1
23.57,46.49,22,1
24.67,53.75,24,1
21.99,54.53,40,1
24.56,55.29,27,1
24.88,59.61,33,1
24.93,46.08,24,1
24.07,46.92,41,1
20.38,52.12,32,1
21.88,53.07,25,1
22.82,45.37,21,1
23.5,58.6,45,1
24.17,53.76,48,1
24.43,47.24,30,1
20.61,47.52,32,1
20.24,47.31,21,1
20.18,51.45,42,1
22.84,47.91,32,1
22.17,45.49,32,1
20.85,49.03,25,1
21.57,58.74,31,1
20.61,46.11,45,1
23.84,50.47,21,1
20.22,56.8,41,1
24.18,57.12,25,1
23.44,47.75,47,1
24.27,51.55,35,1
24.0,49.14,39,1
23.57,45.9,34,1
24.09,55.29,20,1
23.97,45.29,50,1
22.51,59.21,30,1
22.79,52.26,25,1
23.93,47.08,20,1
23.59,52.46,36,1
22.61,54.85,20,1
23.56,48.99,31,1
20.7,45.5,21,1
23.49,50.08,34,1
20.79,56.21,27,1
23.43,52.31,36,1
24.68,54.87,35,1
22.91,48.14,31,1
21.0,58.19,39,1
21.68,49.69,40,1
20.74,51.26,48,1
22.78,49.38,41,1
22.03,47.36,28,1
23.48,59.39,34,1
22.06,58.62,31,1
23.4,56.42,32,1
24.2,50.33,36,1
22.28,50.88,33,1
23.12,53.74,42,1
24.69,48.6,42,1
22.9,57.52,36,1
22.99,53.08,34,1
23.94,53.44,36,1
22.72,52.1,42,1
23.59,46.51,44,1
21.05,46.91,26,1
